commitment,commitment_key,cost_type,on_demand_cost,amortized_cost,savings_dollars,effective_savings_rate
arn:aws:savingsplans::559750980952:savingsplan/eda5f203-29b6-c471-c841-9ad0b0c71d19,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,60.40932383409978,35.41778900879986,24.991534825299922,0.41370327027551884
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-west-3#t3a#RunInstances#shared,Usage with Discount,58.6509887508,34.241675631899994,24.40931311890001,0.4161790557804887
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-central-1#t3#RunInstances#shared,Usage with Discount,58.781026264300145,34.56469519759989,24.216331066700256,0.4119753023333605
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-west-3#m5#RunInstances#shared,Usage with Discount,56.289127371300005,32.165215640599996,24.12391173070001,0.42857142857396663
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,Usage with Discount,55.560062987600084,32.6519026885,22.908160299100082,0.41231343283776933
arn:aws:rds:eu-west-3:527480136527:ri:ri-2025-05-16-02-02-53-030,AWS#AmazonRDS-Database Instance#eu-west-3#t3#CreateDBInstance:0002#unknown-tenancy,Usage with Discount,69.76800000000033,49.20479999999968,20.56320000000065,0.29473684210527107
arn:aws:savingsplans::662505700522:savingsplan/ed57fe40-deab-c41e-ba1c-28fe6a8746ef,AWS#Compute-EC2#eu-west-3#m6a#RunInstances#shared,Usage with Discount,83.82029876780027,63.56847040510015,20.251828362700117,0.24161007131222367
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-west-3#t3#RunInstances#shared,Usage with Discount,43.89240047129999,25.665895192799994,18.2265052785,0.41525423724359295
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-west-3#t3#RunInstances#shared,Usage with Discount,38.41269111,22.461658361599994,15.951032748400003,0.4152542372707509
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,Usage with Discount,37.64968211400001,22.12621243689999,15.523469677100017,0.41231343282252114
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#m5a#RunInstances#shared,Usage with Discount,38.78710214130007,23.356175690600004,15.430926450700063,0.3978365384061365
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,36.74133430440001,21.467237941100024,15.27409636329999,0.41571969697003675
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#c5#RunInstances#shared,Usage with Discount,35.219189448199955,20.06041460959998,15.158774838599975,0.43041237109943586
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,AWS#Compute-EC2#eu-west-3#m5a#RunInstances#shared,Usage with Discount,35.117018590899995,19.995976392799996,15.1210421981,0.4305901470239951
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#m5#RunInstances#shared,Usage with Discount,35.331706747500064,21.352640170499996,13.979066577000069,0.39565217375153194
arn:aws:savingsplans::559750980952:savingsplan/2697b084-02ab-5e6d-2b36-952c2292ddc0,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,Usage with Discount,28.944000000000013,17.009999999999998,11.934000000000015,0.4123134328358212
arn:aws:savingsplans::559750980952:savingsplan/eda5f203-29b6-c471-c841-9ad0b0c71d19,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,24.963810643199984,14.585862847400014,10.37794779579997,0.4157196969696961
arn:aws:savingsplans::527480136527:savingsplan/450993cf-80c3-57bf-f7ca-4a2a5b89a6c1,AWS#Compute-EC2#eu-west-3#t3a.large#RunInstances:0002#shared,Usage with Discount,33.61117070119997,24.208400900799973,9.402769800399994,0.2797513327931866
arn:aws:savingsplans::559750980952:savingsplan/3a009073-162b-72c7-ca88-9c12cea624b7,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,22.299454167399993,13.041514930899954,9.25793923650004,0.4151643877469611
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-west-3#c5a#RunInstances#shared,Usage with Discount,18.3378995184,10.201716078099999,8.136183440300002,0.44368131868844984
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#t3a#RunInstances#shared,Usage with Discount,19.042057657000008,11.11632485049998,7.925732806500028,0.41622249807580364
arn:aws:savingsplans::662505700522:savingsplan/ed57fe40-deab-c41e-ba1c-28fe6a8746ef,AWS#Compute-EC2#eu-west-3#r5#RunInstances#shared,Usage with Discount,23.38153652340001,16.905843631000003,6.475692892400005,0.27695754237191367
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,15.516301245699994,9.065820041600006,6.450481204099988,0.4157228647444312
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,AWS#Compute-EC2#eu-west-3#t3a#RunInstances#shared,Usage with Discount,13.5752566051,7.921561501599999,5.6536951035000005,0.416470588215327
arn:aws:savingsplans::559750980952:savingsplan/2697b084-02ab-5e6d-2b36-952c2292ddc0,AWS#Compute-EC2#eu-west-3#r5a#RunInstances#shared,Usage with Discount,11.5493270144,6.0873914959,5.461935518499999,0.4729224059280611
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-west-3#c5a#RunInstances#shared,Usage with Discount,10.3252775528,5.7441447924,4.581132760399999,0.4436813186835536
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,11.024119101700002,6.454233915500009,4.569885186199993,0.41453517909610416
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,Usage with Discount,8.544913084200001,5.021730637199999,3.5231824470000017,0.412313432832284
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#m5#RunInstances#shared,Usage with Discount,6.533530103699999,3.7334457734000006,2.800084330299998,0.4285714285932936
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-central-1#t3#RunInstances#shared,Usage with Discount,6.552225870500002,3.846490043499998,2.705735827000004,0.41294910775008564
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,5.771682055000004,3.375628005500002,2.396054049500002,0.41513964675588844
arn:aws:savingsplans::559750980952:savingsplan/3a009073-162b-72c7-ca88-9c12cea624b7,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,5.589799743499999,3.2642330761000005,2.325566667399998,0.4160375637972081
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#t3#RunInstances#shared,Usage with Discount,4.809525497900001,2.8278139529999997,1.9817115449000013,0.4120388894424788
arn:aws:savingsplans::559750980952:savingsplan/2697b084-02ab-5e6d-2b36-952c2292ddc0,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,3.9161025826000047,2.2944931732000016,1.621609409400003,0.41408757181314015
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#t3#RunInstances#shared,Usage with Discount,3.1941281581000003,1.8677529055000002,1.3263752526,0.4152542374470607
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,Usage with Discount,2.8277126226000004,1.6618087238000003,1.1659038988000001,0.4123134329428374
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#c5a#RunInstances#shared,Usage with Discount,2.5629372258000003,1.4258098587000003,1.1371273671,0.4436813183144019
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,AWS#Compute-EC2#eu-west-1#g5.4xlarge#RunInstances#shared,Usage with Discount,2.2040156748,1.1901687074999998,1.0138469673000001,0.4599998896976992
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,2.047477151800001,1.1951616719000004,0.8523154799000003,0.4162759419076805
arn:aws:savingsplans::559750980952:savingsplan/14ca4d5b-b9df-8430-2119-7e805f38ec7c,AWS#Compute-EC2#eu-west-3#t3a.large#RunInstances:0002#shared,Usage with Discount,2.6109777394000004,1.7924385368999998,0.8185392025000007,0.313499111902846
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,Usage with Discount,1.1340097503,0.6630139183000001,0.47099583199999984,0.41533666873269726
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,0.7700996858,0.4499329244,0.3201667614,0.4157471653392538
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,Usage with Discount,0.6014146668,0.3508252223,0.2505894445,0.41666666666666663
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,AWS#Compute-EC2#us-east-1#t3#RunInstances#shared,Usage with Discount,0.4947973471999999,0.24502836800000005,0.24976897919999985,0.5047904573729289
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,AWS#Compute-EC2#eu-west-1#g5.4xlarge#RunInstances#shared,Usage with Discount,0.32577771120000004,0.17592000000000002,0.14985771120000002,0.45999988964254224
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,AWS#Compute-EC2#eu-west-1#g5.4xlarge#RunInstances#shared,Usage with Discount,0.2414226107,0.1303682364,0.11105437430000001,0.4599998897286384
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,AWS#Compute-EC2#us-east-1#t2#RunInstances#shared,Usage with Discount,0.0004672248,0.0002336124,0.0002336124,0.5
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t3#CreateDBInstance:0002#unknown-tenancy,On Demand Usage,0.00333332,0.00333332,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#t3#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,9465.154000000883,9465.154000000883,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#m5#CreateDBInstance:0002#unknown-tenancy,On Demand Usage,791.8020000000024,791.8020000000024,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#m5#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,427.4500000000042,427.4500000000042,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#m6gd#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,2682.7710920640066,2682.7710920640066,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#r6g#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,272.98784006799974,272.98784006799974,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#m6i#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,839.9899482480082,839.9899482480082,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t3#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,1171.1757207149863,1171.1757207149863,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t3#CreateDBInstance:0016#unknown-tenancy,On Demand Usage,0.031999872,0.031999872,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#t4g#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,4191.85790154669,4191.85790154669,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#m6g#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,4210.4760000001825,4210.4760000001825,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#r7g#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,0.526,0.526,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#t2#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,1031.300999999948,1031.300999999948,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#t3#CreateDBInstance:0002#unknown-tenancy,On Demand Usage,441.31814322398816,441.31814322398816,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#t4g#CreateCacheCluster:Valkey#unknown-tenancy,On Demand Usage,694.6559999999857,694.6559999999857,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-west-3#m7g#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,2264.807999999988,2264.807999999988,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-west-3#r5#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,1115.2239999999947,1115.2239999999947,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-west-3#t3#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,336.9839999999993,336.9839999999993,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#m5#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,89.09135106399992,89.09135106399992,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-central-1#m6g#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,12236.648699276455,12236.648699276455,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#m4.large.search#ESDomain#unknown-tenancy,On Demand Usage,1205.4600000000107,1205.4600000000107,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#m6g.large.search#ESDomain#unknown-tenancy,On Demand Usage,2154.086999999997,2154.086999999997,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#r6g.large.search#ESDomain#unknown-tenancy,On Demand Usage,4375.521999999967,4375.521999999967,0.0,0.0
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-11-12-21-07-48-094,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#r5#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,3281.782023071945,3281.782023071945,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#c5#RunInstances#shared,On Demand Usage,30.136547203099997,30.136547203099997,0.0,0.0
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-09-08-19-50-58-286,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-west-3:662505700522:ri:ri-2020-12-12-17-00-30-177,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-west-3:662505700522:ri:ri-2024-12-18-00-19-16-764,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#Compute-EC2#eu-west-3#t3a.large#RunInstances:0002#shared,On Demand Usage,414.0652515594014,414.0652515594014,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#t3a#RunInstances#shared,On Demand Usage,1079.516154307194,1079.516154307194,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#t3#RunInstances#shared,On Demand Usage,705.0461924011947,705.0461924011947,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#t2#RunInstances#shared,On Demand Usage,99.6789251024999,99.6789251024999,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#m5a#RunInstances#shared,On Demand Usage,1037.3232307667988,1037.3232307667988,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-west-3#m5#RunInstances#shared,On Demand Usage,89.83551655410004,89.83551655410004,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#t4g#RunInstances#shared,On Demand Usage,31.99966161029984,31.99966161029984,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#t3#RunInstances#shared,On Demand Usage,837.5986569623935,837.5986569623935,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#t2#RunInstances#shared,On Demand Usage,317.20989239340116,317.20989239340116,0.0,0.0
arn:aws:rds:eu-central-1:559750980952:ri:ri-2022-02-14-20-06-54-687,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#Database-OpenSearch#eu-central-1#r7g.xlarge.search#ESDomain#unknown-tenancy,On Demand Usage,6704.411999999722,6704.411999999722,0.0,0.0
arn:aws:elasticache:eu-central-1:559750980952:reserved-instance:id-3b2c4092-4420-0ba5-fdb1-f8a87e2b8fef,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-central-1:559750980952:ri:ri-2024-12-03-10-40-13-420,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#Compute-EC2#eu-central-1#m5#RunInstances#shared,On Demand Usage,6393.807604128093,6393.807604128093,0.0,0.0
No Commitment,AWS#Compute-EC2#eu-central-1#m5a#RunInstances#shared,On Demand Usage,1348.1713230369935,1348.1713230369935,0.0,0.0
No Commitment,AWS#AmazonRDS-Database Instance#eu-west-3#t3#CreateDBInstance:0014#unknown-tenancy,On Demand Usage,360.5540000000022,360.5540000000022,0.0,0.0
arn:aws:savingsplans::527480136527:savingsplan/a9d1bd04-6131-0469-3864-4b0a53404d40,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/2697b084-02ab-5e6d-2b36-952c2292ddc0,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/04742b4f-f47e-576f-f9d6-f681a4a2def8,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/14ca4d5b-b9df-8430-2119-7e805f38ec7c,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/cac09992-4bf9-3209-ef4b-59df8b3feb5a,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/dabfdc27-c2b1-f42d-1b84-da1967c90456,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/d6db1c6b-570a-bf0e-2daf-1b95e174970f,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/1efce2ef-7ba3-e057-7379-e60c1eda55b5,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::662505700522:savingsplan/ed57fe40-deab-c41e-ba1c-28fe6a8746ef,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/3a009073-162b-72c7-ca88-9c12cea624b7,None,Unused Commitment,0.0,0.0,0.0,
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#t2.small.search#ESDomain#unknown-tenancy,On Demand Usage,273.7979999999997,273.7979999999997,0.0,0.0
No Commitment,AWS#AmazonES-Amazon OpenSearch Service Instance#eu-central-1#t3.medium.search#ESDomain#unknown-tenancy,On Demand Usage,3439.296000000112,3439.296000000112,0.0,0.0
No Commitment,AWS#AmazonElastiCache-Cache Instance#eu-central-1#m5#CreateCacheCluster:0002#unknown-tenancy,On Demand Usage,10404.467999999855,10404.467999999855,0.0,0.0
arn:aws:savingsplans::527480136527:savingsplan/5904150c-b018-4c2d-9a81-9f6f355a89e1,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::527480136527:savingsplan/450993cf-80c3-57bf-f7ca-4a2a5b89a6c1,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::417908285034:savingsplan/fa6ce1ab-3d42-0fda-9680-980310866d79,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/eda5f203-29b6-c471-c841-9ad0b0c71d19,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/884c727d-42b6-7899-4ee8-ffc9e2c58bdf,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:savingsplans::559750980952:savingsplan/bdfcc9b2-c4d1-da42-2a5e-dfc9da9d4512,None,Unused Commitment,0.0,0.0,0.0,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2025-05-16-02-02-53-030,None,Unused Commitment,0.0,0.00948422,-0.00948422,
arn:aws:elasticache:eu-west-3:662505700522:reserved-instance:ri-2023-07-02-22-20-36-748,None,Unused Commitment,0.0,0.02006333,-0.02006333,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2025-05-07-19-33-37-706,None,Unused Commitment,0.0,0.034288,-0.034288,
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-06-15-07-23-35-970,None,Unused Commitment,0.0,0.04928911,-0.04928911,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2024-08-05-10-43-55-091,None,Unused Commitment,0.0,0.06245611,-0.06245611,
arn:aws:savingsplans::559750980952:savingsplan/4b0ebb17-590f-a713-6516-f67ec77f1962,None,Unused Commitment,0.0,0.21170592049999992,-0.21170592049999992,
arn:aws:elasticache:eu-west-3:527480136527:reserved-instance:ri-2021-12-24-02-33-41-305,None,Unused Commitment,0.0,0.73304667,-0.73304667,
arn:aws:savingsplans::662505700522:savingsplan/74c6fcdb-c971-62b5-6550-7ac3bde8f89f,None,Unused Commitment,0.0,3.256217856,-3.256217856,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2024-12-21-18-03-25-155,None,Unused Commitment,0.0,7.72956715,-7.72956715,
arn:aws:savingsplans::527480136527:savingsplan/cab8d140-aab9-763d-5f44-cfa246321d27,None,Unused Commitment,0.0,8.347932976,-8.347932976,
arn:aws:elasticache:us-east-1:662505700522:reserved-instance:ri-2023-07-09-14-43-01-278,None,Unused Commitment,0.0,155.75528,-155.75528,
arn:aws:rds:eu-west-3:527480136527:ri:ri-2024-04-06-12-21-55-317,None,Unused Commitment,0.0,274.79612916,-274.79612916,
arn:aws:rds:eu-central-1:559750980952:ri:ri-2025-01-13-06-24-24-124,None,Unused Commitment,0.0,6550.89765214,-6550.89765214,
